City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
217,Odienne,CI,2022-07-14 20:34:12,9.51,-7.5692,296.31,92,24,1.88
218,Zigong,CN,2022-07-14 20:34:12,29.3416,104.7769,299.98,93,41,1.11
219,Ust-Nera,RU,2022-07-14 20:34:13,64.5667,143.2,293.3,70,100,1.6
220,Jimo,CN,2022-07-14 20:34:13,36.3897,120.4622,298.03,100,10,1.0
221,East London,ZA,2022-07-14 20:34:14,-33.0153,27.9116,288.63,69,3,5.72
222,Porto Velho,BR,2022-07-14 20:34:14,-8.7619,-63.9039,306.18,46,40,2.57
223,Lufilufi,WS,2022-07-14 20:34:15,-13.8745,-171.5986,300.03,80,13,11.18
224,Kodiak,US,2022-07-14 20:34:15,57.79,-152.4072,287.88,77,100,1.54
225,Cajuru,BR,2022-07-14 20:34:16,-21.2753,-47.3042,294.58,41,15,2.98
226,Urengoy,RU,2022-07-14 20:34:17,65.9667,78.3667,284.52,68,45,1.53
227,Nabire,ID,2022-07-14 20:34:17,-3.3667,135.4833,297.6,92,100,1.1
228,Puerto Carreno,CO,2022-07-14 20:34:17,6.189,-67.4859,306.14,49,40,4.12
229,Providencia,MX,2022-07-14 20:34:18,28.7167,-111.5833,312.71,39,31,5.42
230,Itoman,JP,2022-07-14 20:34:18,26.1247,127.6694,301.58,92,20,2.57
231,Hofn,IS,2022-07-14 20:34:19,64.2539,-15.2082,281.87,88,68,2.36
232,Kibuye,RW,2022-07-14 20:34:19,-2.0597,29.3482,292.14,62,14,1.1
233,Faya,SA,2022-07-14 20:34:20,18.3851,42.4509,294.21,52,99,2.1
234,Akkermanovka,RU,2022-07-14 20:34:20,51.2467,58.2391,297.03,46,42,2.66
235,Mansa,IN,2022-07-14 20:34:21,29.9833,75.3833,301.98,71,58,2.14
236,Trairi,BR,2022-07-14 20:30:39,-3.2778,-39.2689,298.78,80,25,5.09
237,Popova,RU,2022-07-14 20:34:22,42.9603,131.7228,291.15,99,100,2.69
238,Luwuk,ID,2022-07-14 20:34:22,-0.9516,122.7875,296.97,94,100,1.33
239,Puerto Montt,CL,2022-07-14 20:31:16,-41.4698,-72.9447,280.61,76,20,2.06
240,Deputatskiy,RU,2022-07-14 20:34:23,69.3,139.9,286.27,67,63,1.64
241,Chalus,IR,2022-07-14 20:34:23,36.655,51.4204,297.85,69,0,0.0
242,Lorengau,PG,2022-07-14 20:34:24,-2.0226,147.2712,300.05,78,100,1.84
243,La Ligua,CL,2022-07-14 20:34:24,-32.4524,-71.2311,283.67,75,100,2.81
244,College,US,2022-07-14 20:34:24,64.8569,-147.8028,292.36,38,75,4.12
245,Obihiro,JP,2022-07-14 20:34:25,42.9172,143.2044,289.7,98,100,3.07
246,Port Macquarie,AU,2022-07-14 20:30:40,-31.4333,152.9167,283.09,79,70,5.65
247,Belaya Gora,RU,2022-07-14 20:34:25,68.5333,146.4167,288.89,61,9,1.63
248,Pa Sang,TH,2022-07-14 20:34:26,18.5262,98.9394,299.74,67,99,0.65
249,Cap Malheureux,MU,2022-07-14 20:34:26,-19.9842,57.6142,294.52,72,15,1.79
250,Manaus,BR,2022-07-14 20:32:38,-3.1019,-60.025,304.42,62,40,2.06
251,Santa Maria,BR,2022-07-14 20:30:29,-29.6842,-53.8069,287.76,100,100,3.6
252,Chicama,PE,2022-07-14 20:34:27,-7.8447,-79.1469,289.45,62,1,4.41
253,Bathsheba,BB,2022-07-14 20:34:28,13.2167,-59.5167,304.49,85,20,8.75
254,Bonthe,SL,2022-07-14 20:34:28,7.5264,-12.505,297.67,90,100,2.89
255,Seymchan,RU,2022-07-14 20:33:16,62.8833,152.4333,293.91,60,87,0.66
256,Hvide Sande,DK,2022-07-14 20:34:29,56.0045,8.1294,286.53,68,98,12.88
257,Aleksandrov Gay,RU,2022-07-14 20:34:29,50.147,48.5704,295.76,63,33,6.57
258,Rio Gallegos,AR,2022-07-14 20:31:39,-51.6226,-69.2181,273.18,93,40,3.09
259,Mecca,SA,2022-07-14 20:32:20,21.4267,39.8261,305.59,30,98,2.05
260,Heinola,FI,2022-07-14 20:34:30,61.2056,26.0381,286.48,85,66,3.18
261,North Myrtle Beach,US,2022-07-14 20:34:30,33.816,-78.68,304.98,80,20,5.66
262,Bandarbeyla,SO,2022-07-14 20:34:31,9.4942,50.8122,298.76,81,99,14.14
263,Chongqing,CN,2022-07-14 20:34:31,29.5628,106.5528,307.33,49,0,3.0
264,Victoria,HK,2022-07-14 20:30:32,22.2855,114.1577,302.77,83,84,1.79
265,Kosino,RU,2022-07-14 20:34:32,58.4127,51.2782,290.5,98,100,2.36
266,Ahuimanu,US,2022-07-14 20:34:32,21.4447,-157.8378,299.99,83,100,6.17
267,Vetlanda,SE,2022-07-14 20:34:33,57.4289,15.0776,284.52,77,86,3.72
268,Ingham,US,2022-07-14 20:34:33,42.6,-84.3833,300.28,46,75,2.57
269,Igrim,RU,2022-07-14 20:34:34,63.1906,64.4162,292.42,74,9,1.94
270,Martinsicuro,IT,2022-07-14 20:34:34,42.8811,13.9145,299.89,99,1,2.91
271,Bairiki,KI,2022-07-14 20:34:34,1.3292,172.9752,301.15,83,40,4.63
272,Nemuro,JP,2022-07-14 20:34:35,43.3236,145.575,288.42,92,100,5.14
273,Flinders,AU,2022-07-14 20:34:35,-34.5833,150.8552,281.58,77,0,3.13
274,Zhenhai,CN,2022-07-14 20:34:36,24.2582,118.0905,301.53,86,100,2.29
275,Caucaia,BR,2022-07-14 20:34:36,-3.7361,-38.6531,300.12,73,75,5.66
276,Cidreira,BR,2022-07-14 20:34:37,-30.1811,-50.2056,288.96,97,100,6.56
277,Rincon,US,2022-07-14 20:34:17,32.296,-81.2354,305.13,55,75,3.6
278,Alyangula,AU,2022-07-14 20:34:37,-13.8483,136.4192,293.07,64,14,6.35
279,Renqiu,CN,2022-07-14 20:34:38,38.6989,116.0936,299.08,65,29,0.68
280,Husavik,IS,2022-07-14 20:34:38,66.0449,-17.3389,282.41,79,27,1.71
281,Lac Du Bonnet,CA,2022-07-14 20:34:39,50.2536,-96.0612,292.16,92,100,2.98
282,Jalu,LY,2022-07-14 20:34:39,29.0331,21.5482,299.35,41,0,7.68
283,Huarmey,PE,2022-07-14 20:34:39,-10.0681,-78.1522,292.17,72,10,6.16
284,Humaita,BR,2022-07-14 20:34:40,-7.5061,-63.0208,307.32,39,15,0.8
285,Miyako,JP,2022-07-14 20:34:40,39.6367,141.9525,293.75,94,99,2.92
286,Mokhsogollokh,RU,2022-07-14 20:34:41,61.4681,128.9203,291.68,91,6,0.53
287,Petropavlovsk-Kamchatskiy,RU,2022-07-14 20:34:41,53.0452,158.6483,287.48,100,75,1.0
288,Ferme-Neuve,CA,2022-07-14 20:34:41,46.7001,-75.4493,295.81,42,50,3.09
