City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
265,Gat,IL,2022-07-12 16:27:05,31.61,34.7642,301.7,100,0,5.29
266,Chimoio,MZ,2022-07-12 16:27:06,-19.1164,33.4833,291.07,94,75,1.98
267,Oriximina,BR,2022-07-12 16:27:06,-1.7656,-55.8661,306.17,45,39,2.54
268,Omboue,GA,2022-07-12 16:27:07,-1.5746,9.2618,296.84,75,54,5.31
269,Te Anau,NZ,2022-07-12 16:27:07,-45.4167,167.7167,276.47,99,100,2.13
270,Sao Lourenco Do Sul,BR,2022-07-12 16:27:07,-31.3653,-51.9783,283.4,68,83,6.13
271,Miracema Do Tocantins,BR,2022-07-12 16:27:08,-9.5618,-48.3967,308.14,23,74,2.15
272,Juneau,US,2022-07-12 16:27:09,58.3019,-134.4197,285.84,93,75,2.06
273,Saint-Philippe,RE,2022-07-12 16:27:09,-21.3585,55.7679,293.92,75,18,6.17
274,Sterling,US,2022-07-12 16:25:02,39.0062,-77.4286,305.35,60,20,6.69
275,Arman,RU,2022-07-12 16:27:10,59.7,150.1667,287.74,99,97,1.51
276,Paoua,CF,2022-07-12 16:27:10,7.2427,16.4406,295.73,87,100,2.76
277,Gizo,SB,2022-07-12 16:27:11,-8.103,156.8419,300.56,73,75,1.57
278,Tuatapere,NZ,2022-07-12 16:27:11,-46.1333,167.6833,278.68,97,100,2.0
279,Kushmurun,KZ,2022-07-12 16:27:11,52.4503,64.6311,297.38,61,5,3.59
280,Waipawa,NZ,2022-07-12 16:27:12,-41.4122,175.5153,283.82,75,56,9.96
281,Arica,CL,2022-07-12 16:27:12,-18.475,-70.3042,290.9,67,100,1.54
282,Guaruja,BR,2022-07-12 16:27:13,-23.9931,-46.2564,304.17,30,0,4.02
283,Whitefish,US,2022-07-12 16:27:13,48.4111,-114.3376,296.04,61,0,4.12
284,Badou,TG,2022-07-12 16:27:14,7.5833,0.6,299.31,80,91,1.53
285,Mazabuka,ZM,2022-07-12 16:27:14,-15.856,27.748,292.16,40,63,2.17
286,North Bend,US,2022-07-12 16:27:14,43.4065,-124.2243,291.57,94,75,7.72
287,Margate,GB,2022-07-12 16:23:18,51.3813,1.3862,300.3,51,100,1.79
288,Vardo,NO,2022-07-12 16:27:15,70.3705,31.1107,287.14,82,0,3.6
289,Airai,TL,2022-07-12 16:27:15,-8.9266,125.4092,285.5,90,63,1.5
290,Montepuez,MZ,2022-07-12 16:27:16,-13.1256,38.9997,294.07,58,100,2.86
291,Refojos De Basto,PT,2022-07-12 16:27:16,41.5132,-7.9952,311.86,14,39,3.87
